Unnamed: 0_level_0_Unnamed: 0_level_1,Unnamed: 1_level_0_Unnamed: 1_level_1,Unnamed: 2_level_0_Unnamed: 2_level_1,交易口數與契約金額_多方,交易口數與契約金額_多方,交易口數與契約金額_空方,交易口數與契約金額_空方,交易口數與契約金額_多空淨額,交易口數與契約金額_多空淨額,未平倉餘額_多方,未平倉餘額_多方,未平倉餘額_空方,未平倉餘額_空方,未平倉餘額_多空淨額,未平倉餘額_多空淨額
1,臺股期貨,自營商,3855,35534585,3759,34672656,96,861929,4590,42115764,3456,31705501,1134,10410263
1,臺股期貨,投信,20,183254,693,6349789,-673,-6166535,77604,711147535,3215,29461617,74389,681685918
1,臺股期貨,外資,49814,459508575,46110,425413952,3704,34094623,7604,69694160,89179,817326312,-81575,-747632152
2,電子期貨,自營商,17,198108,21,244783,-4,-46675,10,115849,151,1747463,-141,-1631614
2,電子期貨,投信,0,0,12,138623,-12,-138623,191,2210367,0,0,191,2210367
2,電子期貨,外資,57,664342,60,698894,-3,-34552,24,277742,236,2731134,-212,-2453392
3,金融期貨,自營商,47,163234,34,118440,13,44794,61,213134,78,272532,-17,-59398
3,金融期貨,投信,0,0,0,0,0,0,34,118796,0,0,34,118796
3,金融期貨,外資,229,797731,197,686415,32,111316,157,548558,139,485666,18,62892
4,小型臺指期貨,自營商,6970,16080773,6545,15099334,425,981438,3661,8400405,6815,15658058,-3154,-7257653
4,小型臺指期貨,投信,0,0,3,6872,-3,-6872,104,238259,159,364261,-55,-126002
4,小型臺指期貨,外資,104012,239912565,101169,233380149,2843,6532416,4532,10384215,1710,3918862,2822,6465353
5,微型臺指期貨,自營商,13510,6243720,14185,6538966,-675,-295246,4444,2038681,51882,23806604,-47438,-21767923
5,微型臺指期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
5,微型臺指期貨,外資,163266,75326855,152708,70449603,10558,4877252,22684,10393775,931,426577,21753,9967198
6,小型電子期貨,自營商,90,131387,130,189915,-40,-58528,114,164992,267,386251,-153,-221259
6,小型電子期貨,投信,0,0,0,0,0,0,77,111386,0,0,77,111386
6,小型電子期貨,外資,459,670192,467,682021,-8,-11829,15,21699,25,36164,-10,-14465
7,小型金融期貨,自營商,80,69625,43,37552,37,32073,227,198285,42,36687,185,161598
7,小型金融期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
7,小型金融期貨,外資,188,163879,179,156064,9,7814,6,5241,9,7862,-3,-2621
8,股票期貨,自營商,65877,27509202,46843,20217044,19034,7292158,96487,36535041,291447,192933834,-194960,-156398793
8,股票期貨,投信,149,31208,143,19917,6,11291,3989,8057558,195,31547,3794,8026011
8,股票期貨,外資,312762,154036978,316543,150525422,-3781,3511556,187655,147549216,644144,373945377,-456489,-226396161
9,ETF期貨,自營商,4489,2125486,3962,1921035,527,204451,15060,5368911,39485,25417253,-24425,-20048342
9,ETF期貨,投信,0,0,0,0,0,0,11326,11084928,45,18284,11281,11066644
9,ETF期貨,外資,6401,4369085,5842,4142196,559,226889,12187,9856399,3339,1587989,8848,8268410
10,櫃買指數期貨,自營商,0,0,0,0,0,0,0,0,0,0,0,0
10,櫃買指數期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
10,櫃買指數期貨,外資,0,0,0,0,0,0,0,0,0,0,0,0
11,非金電期貨,自營商,374,62149,370,61490,4,659,289,47943,49,8128,240,39815
11,非金電期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
11,非金電期貨,外資,118,19618,106,17605,12,2013,79,13107,34,5641,45,7466
12,富櫃200期貨,自營商,19,17788,22,20568,-3,-2781,5,4573,10,9145,-5,-4572
12,富櫃200期貨,投信,0,0,0,0,0,0,29,26521,0,0,29,26521
12,富櫃200期貨,外資,1,939,4,3750,-3,-2811,0,0,3,2744,-3,-2744
13,臺灣中型100期貨,自營商,416,149960,406,146419,10,3541,513,182316,300,106666,213,75650
13,臺灣中型100期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
13,臺灣中型100期貨,外資,31,11243,31,11183,0,60,0,0,0,0,0,0
14,臺灣永續期貨,自營商,11,28433,11,28433,0,0,58,149406,58,149406,0,0
14,臺灣永續期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
14,臺灣永續期貨,外資,0,0,0,0,0,0,0,0,0,0,0,0
15,臺灣生技期貨,自營商,0,0,0,0,0,0,0,0,4,866,-4,-866
15,臺灣生技期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
15,臺灣生技期貨,外資,0,0,0,0,0,0,0,0,0,0,0,0
16,半導體30期貨,自營商,16,12599,10,7863,6,4736,32,25147,36,28291,-4,-3144
16,半導體30期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
16,半導體30期貨,外資,0,0,0,0,0,0,0,0,0,0,0,0
17,航運期貨,自營商,1,214,0,0,1,214,1,211,14,2957,-13,-2746
17,航運期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
17,航運期貨,外資,0,0,0,0,0,0,0,0,0,0,0,0
18,東證期貨,自營商,321,261675,465,378918,-144,-117244,23,18767,113,92281,-90,-73514
18,東證期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
18,東證期貨,外資,468,381390,299,243697,169,137693,61,49724,74,60669,-13,-10945
19,美國標普500期貨,自營商,0,0,17,26038,-17,-26038,34,52115,35,54103,-1,-1988
19,美國標普500期貨,投信,0,0,0,0,0,0,1,1533,0,0,1,1533
19,美國標普500期貨,外資,18,27556,3,4598,15,22957,47,72276,112,171674,-65,-99398
